,sample_id,study,project_id,condition_id,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00641,pcoli__ckDDC__2,pColi,pcoli,ckDDC,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 ckDDC,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.618030559,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_ckDDC,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00642,pcoli__CNTF_belt__1,pColi,pcoli,CNTF_belt,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 CNTF_belt,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.573718751,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_CNTF_belt,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00643,pcoli__CNTF_belt__2,pColi,pcoli,CNTF_belt,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 CNTF_belt,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.572101865,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_CNTF_belt,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00644,pcoli__cobPNMT__1,pColi,pcoli,cobPNMT,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 cobPNMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.591134185,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_cobPNMT,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00645,pcoli__cobPNMT__2,pColi,pcoli,cobPNMT,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 cobPNMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.596333263,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_cobPNMT,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00646,pcoli__cvPhhB__1,pColi,pcoli,cvPhhB,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 cvPhhB,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.655750893,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_cvPhhB,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00647,pcoli__cvPhhB__2,pColi,pcoli,cvPhhB,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 cvPhhB,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.644655123,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_cvPhhB,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00648,pcoli__ggAANAT__1,pColi,pcoli,ggAANAT,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 ggAANAT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.621184132,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_ggAANAT,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00649,pcoli__ggAANAT__2,pColi,pcoli,ggAANAT,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 ggAANAT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.62252203,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_ggAANAT,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00650,pcoli__ggTPH__1,pColi,pcoli,ggTPH,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 ggTPH,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.506740011,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_ggTPH,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00651,pcoli__ggTPH__2,pColi,pcoli,ggTPH,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 ggTPH,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.484818356,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_ggTPH,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00652,pcoli__hsAANAT__1,pColi,pcoli,hsAANAT,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 hsAANAT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.404375526,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_hsAANAT,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00653,pcoli__hsAANAT__2,pColi,pcoli,hsAANAT,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 hsAANAT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.394807263,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_hsAANAT,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00654,pcoli__hsASMT__1,pColi,pcoli,hsASMT,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 hsASMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.61649683,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_hsASMT,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00655,pcoli__hsASMT__2,pColi,pcoli,hsASMT,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 hsASMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.623535177,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_hsASMT,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00656,pcoli__hsPNMT_mb__1,pColi,pcoli,hsPNMT_mb,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 hsPNMT_mb,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.616309201,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/hsPNMT-mb-1_S12_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsPNMT-mb-1_S12_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsPNMT-mb-1_S12_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsPNMT-mb-1_S12_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/hsPNMT-mb-1_S12_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsPNMT-mb-1_S12_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsPNMT-mb-1_S12_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsPNMT-mb-1_S12_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_hsPNMT_mb,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00657,pcoli__hsPNMT_mb__2,pColi,pcoli,hsPNMT_mb,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 hsPNMT_mb,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.628528332,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/hsPNMT-mb-2_S13_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsPNMT-mb-2_S13_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsPNMT-mb-2_S13_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsPNMT-mb-2_S13_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/hsPNMT-mb-2_S13_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsPNMT-mb-2_S13_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsPNMT-mb-2_S13_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsPNMT-mb-2_S13_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_hsPNMT_mb,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00658,pcoli__hsTPH__1,pColi,pcoli,hsTPH,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 hsTPH,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.599402417,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/Sample6-1_S9_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample6-1_S9_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample6-1_S9_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample6-1_S9_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/Sample6-1_S9_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample6-1_S9_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample6-1_S9_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample6-1_S9_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_hsTPH,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00659,pcoli__hsTPH__2,pColi,pcoli,hsTPH,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 hsTPH,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.599708494,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/Sample6-2_S10_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample6-2_S10_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample6-2_S10_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample6-2_S10_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/Sample6-2_S10_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample6-2_S10_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample6-2_S10_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample6-2_S10_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_hsTPH,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00660,pcoli__hsTPH_E2K__1,pColi,pcoli,hsTPH_E2K,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 hsTPH_E2K,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.533112169,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/Sample5-5_S5_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample5-5_S5_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample5-5_S5_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample5-5_S5_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/Sample5-5_S5_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample5-5_S5_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample5-5_S5_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/Sample5-5_S5_L004_R2_001.fastq.gz,,,,,0,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli_hsTPH_E2K,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
