,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,Published,SRX,Run,contact,creator,run_date,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,passed_similar_replicates,passed_number_replicates,full_name,glucose_control,pure_precise
ecoli_00509,tcs__wt_LiCl__1,Two Component Systems,tcs,wt_LiCl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,,LiCl(10mM),,,,,,PAIRED,ILLUMINA,2.0,,,0.0,,,Katherine Decker,Julia Kleinmanns,9/20/19,True,True,True,True,True,True,tcs:wt_LiCl,False,True
ecoli_00510,tcs__wt_LiCl__2,Two Component Systems,tcs,wt_LiCl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,,LiCl(10mM),,,,,,PAIRED,ILLUMINA,2.0,,,0.0,,,Katherine Decker,Julia Kleinmanns,9/20/19,True,True,True,True,True,True,tcs:wt_LiCl,False,True
ecoli_00511,tcs__wt_m9p__1,Two Component Systems,tcs,wt_m9p,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9P,37,7.0,glucose(4),NH4Cl(1),O2,,,,,,,,PAIRED,ILLUMINA,2.0,,,0.0,,,Katherine Decker,Julia Kleinmanns,9/20/19,True,True,True,True,True,True,tcs:wt_m9p,False,True
ecoli_00512,tcs__wt_m9p__2,Two Component Systems,tcs,wt_m9p,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9P,37,7.0,glucose(4),NH4Cl(1),O2,,,,,,,,PAIRED,ILLUMINA,2.0,,,0.0,,,Katherine Decker,Julia Kleinmanns,9/20/19,True,True,True,True,True,True,tcs:wt_m9p,False,True
ecoli_00513,tcs__wt_pyr__1,Two Component Systems,tcs,wt_pyr,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,01xLB,37,7.0,,,O2,,Pyruvate(100uM),,,,,,PAIRED,ILLUMINA,2.0,,,0.0,,,Katherine Decker,Julia Kleinmanns,6/27/19,True,True,True,True,True,True,tcs:wt_pyr,False,True
ecoli_00514,tcs__wt_pyr__2,Two Component Systems,tcs,wt_pyr,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,01xLB,37,7.0,,,O2,,Pyruvate(100uM),,,,,,PAIRED,ILLUMINA,2.0,,,0.0,,,Katherine Decker,Julia Kleinmanns,6/27/19,True,True,True,True,True,True,tcs:wt_pyr,False,True
ecoli_00515,tcs__wt_zncl2__1,Two Component Systems,tcs,wt_zncl2,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,LB,37,7.0,,,O2,,ZnCl2(1mM),,,,,,PAIRED,ILLUMINA,2.0,,,0.0,,,Katherine Decker,Julia Kleinmanns,9/23/19,True,True,True,True,True,True,tcs:wt_zncl2,False,True
ecoli_00516,tcs__wt_zncl2__2,Two Component Systems,tcs,wt_zncl2,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,LB,37,7.0,,,O2,,ZnCl2(1mM),,,,,,PAIRED,ILLUMINA,2.0,,,0.0,,,Katherine Decker,Julia Kleinmanns,9/23/19,True,True,True,True,True,True,tcs:wt_zncl2,False,True
ecoli_00517,ros_tale__1_112_0pq__1,ROS TALE,ros_tale,1_112_0pq,1,Escherichia coli ERS.1.112,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,8/26/19,True,True,True,True,True,True,ros_tale:1_112_0pq,False,False
ecoli_00518,ros_tale__1_112_0pq__2,ROS TALE,ros_tale,1_112_0pq,2,Escherichia coli ERS.1.112,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,8/26/19,True,True,True,True,True,True,ros_tale:1_112_0pq,False,False
ecoli_00519,ros_tale__1_112_250pq__1,ROS TALE,ros_tale,1_112_250pq,1,Escherichia coli ERS.1.112,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,8/26/19,True,True,True,True,True,True,ros_tale:1_112_250pq,False,False
ecoli_00520,ros_tale__1_112_250pq__2,ROS TALE,ros_tale,1_112_250pq,2,Escherichia coli ERS.1.112,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,8/26/19,True,True,True,True,True,True,ros_tale:1_112_250pq,False,False
ecoli_00521,ros_tale__1_112_750pq__1,ROS TALE,ros_tale,1_112_750pq,1,Escherichia coli ERS.1.112,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,3.0,,,0.0,,,Kevin Rychel,Justin Tan,9/5/19,True,True,True,True,True,True,ros_tale:1_112_750pq,False,False
ecoli_00522,ros_tale__1_112_750pq__2,ROS TALE,ros_tale,1_112_750pq,2,Escherichia coli ERS.1.112,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,3.0,,,0.0,,,Kevin Rychel,Justin Tan,1/21/20,True,True,True,True,True,True,ros_tale:1_112_750pq,False,False
ecoli_00523,ros_tale__1_112_750pq__3,ROS TALE,ros_tale,1_112_750pq,3,Escherichia coli ERS.1.112,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,3.0,,,0.0,,,Kevin Rychel,Justin Tan,1/21/20,True,True,True,True,True,True,ros_tale:1_112_750pq,False,False
ecoli_00524,ros_tale__3_76_0pq__1,ROS TALE,ros_tale,3_76_0pq,1,Escherichia coli ERS.3.76,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NovaSeq,PAIRED,ILLUMINA,4.0,,,0.0,,,Kevin Rychel,Justin Tan,1/16/20,True,True,True,True,True,True,ros_tale:3_76_0pq,False,False
ecoli_00525,ros_tale__3_76_0pq__2,ROS TALE,ros_tale,3_76_0pq,2,Escherichia coli ERS.3.76,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NovaSeq,PAIRED,ILLUMINA,4.0,,,0.0,,,Kevin Rychel,Justin Tan,1/16/20,True,True,True,True,True,True,ros_tale:3_76_0pq,False,False
ecoli_00526,ros_tale__3_76_0pq__3,ROS TALE,ros_tale,3_76_0pq,3,Escherichia coli ERS.3.76,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,Spacer development test,NovaSeq,PAIRED,ILLUMINA,4.0,,,0.0,,,Kevin Rychel,Justin Tan,1/16/20,True,True,True,True,True,True,ros_tale:3_76_0pq,False,False
ecoli_00527,ros_tale__3_76_0pq__4,ROS TALE,ros_tale,3_76_0pq,4,Escherichia coli ERS.3.76,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,Spacer development test,NovaSeq,PAIRED,ILLUMINA,4.0,,,0.0,,,Kevin Rychel,Justin Tan,1/16/20,True,True,True,True,True,True,ros_tale:3_76_0pq,False,False
ecoli_00528,ros_tale__3_76_250pq__1,ROS TALE,ros_tale,3_76_250pq,1,Escherichia coli ERS.3.76,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,8/26/19,True,True,True,True,True,True,ros_tale:3_76_250pq,False,False
ecoli_00529,ros_tale__3_76_250pq__2,ROS TALE,ros_tale,3_76_250pq,2,Escherichia coli ERS.3.76,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,8/26/19,True,True,True,True,True,True,ros_tale:3_76_250pq,False,False
ecoli_00530,ros_tale__3_76_750pq__1,ROS TALE,ros_tale,3_76_750pq,1,Escherichia coli ERS.3.76,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,8/26/19,True,True,True,True,True,True,ros_tale:3_76_750pq,False,False
ecoli_00531,ros_tale__3_76_750pq__2,ROS TALE,ros_tale,3_76_750pq,2,Escherichia coli ERS.3.76,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,8/26/19,True,True,True,True,True,True,ros_tale:3_76_750pq,False,False
ecoli_00532,ros_tale__7_103_0pq__1,ROS TALE,ros_tale,7_103_0pq,1,Escherichia coli ERS.7.103,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,Spacer development test,NextSeq,PAIRED,ILLUMINA,4.0,,,0.0,,,Kevin Rychel,Justin Tan,9/20/19,True,True,True,True,True,True,ros_tale:7_103_0pq,False,False
ecoli_00533,ros_tale__7_103_0pq__2,ROS TALE,ros_tale,7_103_0pq,2,Escherichia coli ERS.7.103,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,Spacer development test,NextSeq,PAIRED,ILLUMINA,4.0,,,0.0,,,Kevin Rychel,Justin Tan,9/20/19,True,True,True,True,True,True,ros_tale:7_103_0pq,False,False
ecoli_00534,ros_tale__7_103_0pq__3,ROS TALE,ros_tale,7_103_0pq,3,Escherichia coli ERS.7.103,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NextSeq,PAIRED,ILLUMINA,4.0,,,0.0,,,Kevin Rychel,Justin Tan,1/21/20,True,True,True,True,True,True,ros_tale:7_103_0pq,False,False
ecoli_00535,ros_tale__7_103_0pq__4,ROS TALE,ros_tale,7_103_0pq,4,Escherichia coli ERS.7.103,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NextSeq,PAIRED,ILLUMINA,4.0,,,0.0,,,Kevin Rychel,Justin Tan,1/21/20,True,True,True,True,True,True,ros_tale:7_103_0pq,False,False
ecoli_00536,ros_tale__7_103_250pq__1,ROS TALE,ros_tale,7_103_250pq,1,Escherichia coli ERS.7.103,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,9/20/19,True,True,True,True,True,True,ros_tale:7_103_250pq,False,False
ecoli_00537,ros_tale__7_103_250pq__2,ROS TALE,ros_tale,7_103_250pq,2,Escherichia coli ERS.7.103,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,9/20/19,True,True,True,True,True,True,ros_tale:7_103_250pq,False,False
ecoli_00538,ros_tale__7_103_750pq__1,ROS TALE,ros_tale,7_103_750pq,1,Escherichia coli ERS.7.103,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,9/20/19,True,True,True,True,True,True,ros_tale:7_103_750pq,False,False
ecoli_00539,ros_tale__7_103_750pq__2,ROS TALE,ros_tale,7_103_750pq,2,Escherichia coli ERS.7.103,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,9/20/19,True,True,True,True,True,True,ros_tale:7_103_750pq,False,False
ecoli_00540,ros_tale__9_77_0pq__1,ROS TALE,ros_tale,9_77_0pq,1,Escherichia coli ERS.9.77,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,9/20/19,True,True,True,True,True,True,ros_tale:9_77_0pq,False,False
ecoli_00541,ros_tale__9_77_0pq__2,ROS TALE,ros_tale,9_77_0pq,2,Escherichia coli ERS.9.77,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,9/20/19,True,True,True,True,True,True,ros_tale:9_77_0pq,False,False
ecoli_00542,ros_tale__9_77_250pq__1,ROS TALE,ros_tale,9_77_250pq,1,Escherichia coli ERS.9.77,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,9/20/19,True,True,True,True,True,True,ros_tale:9_77_250pq,False,False
ecoli_00543,ros_tale__9_77_250pq__2,ROS TALE,ros_tale,9_77_250pq,2,Escherichia coli ERS.9.77,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,9/20/19,True,True,True,True,True,True,ros_tale:9_77_250pq,False,False
ecoli_00544,ros_tale__9_77_750pq__1,ROS TALE,ros_tale,9_77_750pq,1,Escherichia coli ERS.9.77,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,9/20/19,True,True,True,True,True,True,ros_tale:9_77_750pq,False,False
ecoli_00545,ros_tale__9_77_750pq__2,ROS TALE,ros_tale,9_77_750pq,2,Escherichia coli ERS.9.77,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,9/20/19,True,True,True,True,True,True,ros_tale:9_77_750pq,False,False
ecoli_00546,ros_tale__11_83_0pq__1,ROS TALE,ros_tale,11_83_0pq,1,Escherichia coli ERS.11.83,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,10/30/19,True,True,True,True,True,True,ros_tale:11_83_0pq,False,False
ecoli_00547,ros_tale__11_83_0pq__2,ROS TALE,ros_tale,11_83_0pq,2,Escherichia coli ERS.11.83,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,10/30/19,True,True,True,True,True,True,ros_tale:11_83_0pq,False,False
ecoli_00548,ros_tale__11_83_250pq__1,ROS TALE,ros_tale,11_83_250pq,1,Escherichia coli ERS.11.83,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,10/30/19,True,True,True,True,True,True,ros_tale:11_83_250pq,False,False
ecoli_00549,ros_tale__11_83_250pq__2,ROS TALE,ros_tale,11_83_250pq,2,Escherichia coli ERS.11.83,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,10/30/19,True,True,True,True,True,True,ros_tale:11_83_250pq,False,False
ecoli_00550,ros_tale__11_83_750pq__1,ROS TALE,ros_tale,11_83_750pq,1,Escherichia coli ERS.11.83,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,10/30/19,True,True,True,True,True,True,ros_tale:11_83_750pq,False,False
ecoli_00551,ros_tale__11_83_750pq__2,ROS TALE,ros_tale,11_83_750pq,2,Escherichia coli ERS.11.83,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,10/30/19,True,True,True,True,True,True,ros_tale:11_83_750pq,False,False
ecoli_00552,ros_tale__13_87_0pq__1,ROS TALE,ros_tale,13_87_0pq,1,Escherichia coli ERS.13.87,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,1/21/20,True,True,True,True,True,True,ros_tale:13_87_0pq,False,False
ecoli_00553,ros_tale__13_87_0pq__2,ROS TALE,ros_tale,13_87_0pq,2,Escherichia coli ERS.13.87,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,1/21/20,True,True,True,True,True,True,ros_tale:13_87_0pq,False,False
ecoli_00554,ros_tale__13_87_250pq__1,ROS TALE,ros_tale,13_87_250pq,1,Escherichia coli ERS.13.87,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,10/30/19,True,True,True,True,True,True,ros_tale:13_87_250pq,False,False
ecoli_00555,ros_tale__13_87_250pq__2,ROS TALE,ros_tale,13_87_250pq,2,Escherichia coli ERS.13.87,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,10/30/19,True,True,True,True,True,True,ros_tale:13_87_250pq,False,False
ecoli_00556,ros_tale__13_87_750pq__1,ROS TALE,ros_tale,13_87_750pq,1,Escherichia coli ERS.13.87,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,1/21/20,True,True,True,True,True,True,ros_tale:13_87_750pq,False,False
ecoli_00557,ros_tale__13_87_750pq__2,ROS TALE,ros_tale,13_87_750pq,2,Escherichia coli ERS.13.87,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,1/21/20,True,True,True,True,True,True,ros_tale:13_87_750pq,False,False
ecoli_00558,ros_tale__14_27_0pq__1,ROS TALE,ros_tale,14_27_0pq,1,Escherichia coli ERS.14.27,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,8/26/19,True,True,True,True,True,True,ros_tale:14_27_0pq,False,False
ecoli_00559,ros_tale__14_27_0pq__2,ROS TALE,ros_tale,14_27_0pq,2,Escherichia coli ERS.14.27,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,8/26/19,True,True,True,True,True,True,ros_tale:14_27_0pq,False,False
ecoli_00560,ros_tale__14_27_250pq__1,ROS TALE,ros_tale,14_27_250pq,1,Escherichia coli ERS.14.27,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,8/26/19,True,True,True,True,True,True,ros_tale:14_27_250pq,False,False
ecoli_00561,ros_tale__14_27_250pq__2,ROS TALE,ros_tale,14_27_250pq,2,Escherichia coli ERS.14.27,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,8/26/19,True,True,True,True,True,True,ros_tale:14_27_250pq,False,False
ecoli_00562,ros_tale__14_27_750pq__1,ROS TALE,ros_tale,14_27_750pq,1,Escherichia coli ERS.14.27,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,9/20/19,True,True,True,True,True,True,ros_tale:14_27_750pq,False,False
ecoli_00563,ros_tale__14_27_750pq__2,ROS TALE,ros_tale,14_27_750pq,2,Escherichia coli ERS.14.27,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,1/21/20,True,True,True,True,True,True,ros_tale:14_27_750pq,False,False
ecoli_00564,ros_tale__16_28_250pq__1,ROS TALE,ros_tale,16_28_250pq,1,Escherichia coli ERS.16.28,GMOS,Batch,Midpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,HiSeq,PAIRED,ILLUMINA,2.0,,,1.0,,,Kevin Rychel,Justin Tan,11/28/17,True,True,True,True,True,True,ros_tale:16_28_250pq,False,False
ecoli_00565,ros_tale__16_28_250pq__2,ROS TALE,ros_tale,16_28_250pq,2,Escherichia coli ERS.16.28,GMOS,Batch,Midpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,HiSeq,PAIRED,ILLUMINA,2.0,,,1.0,,,Kevin Rychel,Justin Tan,11/28/17,True,True,True,True,True,True,ros_tale:16_28_250pq,False,False
ecoli_00570,ros_tale__16_32_250pq__1,ROS TALE,ros_tale,16_32_250pq,1,Escherichia coli ERS.16.32,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,HiSeq,PAIRED,ILLUMINA,2.0,,,1.0,,,Kevin Rychel,Justin Tan,11/28/17,True,True,True,True,True,True,ros_tale:16_32_250pq,False,False
ecoli_00571,ros_tale__16_32_250pq__2,ROS TALE,ros_tale,16_32_250pq,2,Escherichia coli ERS.16.32,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,HiSeq,PAIRED,ILLUMINA,2.0,,,1.0,,,Kevin Rychel,Justin Tan,11/28/17,True,True,True,True,True,True,ros_tale:16_32_250pq,False,False
ecoli_00572,ros_tale__16_32_750pq__1,ROS TALE,ros_tale,16_32_750pq,1,Escherichia coli ERS.16.32,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,9/20/19,True,True,True,True,True,True,ros_tale:16_32_750pq,False,False
ecoli_00573,ros_tale__16_32_750pq__2,ROS TALE,ros_tale,16_32_750pq,2,Escherichia coli ERS.16.32,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,9/20/19,True,True,True,True,True,True,ros_tale:16_32_750pq,False,False
ecoli_00574,ros_tale__17_104_0pq__1,ROS TALE,ros_tale,17_104_0pq,1,Escherichia coli ERS.17.104,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,1/21/20,True,True,True,True,True,True,ros_tale:17_104_0pq,False,False
ecoli_00575,ros_tale__17_104_0pq__2,ROS TALE,ros_tale,17_104_0pq,2,Escherichia coli ERS.17.104,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,1/21/20,True,True,True,True,True,True,ros_tale:17_104_0pq,False,False
ecoli_00576,ros_tale__17_104_250pq__1,ROS TALE,ros_tale,17_104_250pq,1,Escherichia coli ERS.17.104,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NovaSeq,PAIRED,ILLUMINA,4.0,,,0.0,,,Kevin Rychel,Justin Tan,1/16/20,True,True,True,True,True,True,ros_tale:17_104_250pq,False,False
ecoli_00577,ros_tale__17_104_250pq__2,ROS TALE,ros_tale,17_104_250pq,2,Escherichia coli ERS.17.104,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,,NovaSeq,PAIRED,ILLUMINA,4.0,,,0.0,,,Kevin Rychel,Justin Tan,1/16/20,True,True,True,True,True,True,ros_tale:17_104_250pq,False,False
ecoli_00578,ros_tale__17_104_250pq__3,ROS TALE,ros_tale,17_104_250pq,3,Escherichia coli ERS.17.104,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,Spacer development test,NovaSeq,PAIRED,ILLUMINA,4.0,,,0.0,,,Kevin Rychel,Justin Tan,1/16/20,True,True,True,True,True,True,ros_tale:17_104_250pq,False,False
ecoli_00579,ros_tale__17_104_250pq__4,ROS TALE,ros_tale,17_104_250pq,4,Escherichia coli ERS.17.104,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (250uM),,,Clonal,Spacer development test,NovaSeq,PAIRED,ILLUMINA,4.0,,,0.0,,,Kevin Rychel,Justin Tan,1/16/20,True,True,True,True,True,True,ros_tale:17_104_250pq,False,False
ecoli_00580,ros_tale__17_104_750pq__1,ROS TALE,ros_tale,17_104_750pq,1,Escherichia coli ERS.17.104,GMOS,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,,paraquat (750uM),,,Clonal,,NextSeq,PAIRED,ILLUMINA,2.0,,,0.0,,,Kevin Rychel,Justin Tan,1/21/20,True,True,True,True,True,True,ros_tale:17_104_750pq,False,False
