,sample_id,study,project_id,condition_id,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,Platform,LibraryLayout,Unnamed: 36,Unnamed: 37,Unnamed: 38,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
ecoli_00507,tcs__wt_LiAcet__1,Two Component Systems,tcs,wt_LiAcet,1,Katherine Decker,Julia Kleinmanns,9/20/19,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,Acetoacetate/LiCl(10mM),37,7.0,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLi-AcetR1_S11_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLi-AcetR1_S11_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_LiAcet__1.bam,98.26,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,tcs:wt_LiAcet,True,True
ecoli_00508,tcs__wt_LiAcet__2,Two Component Systems,tcs,wt_LiAcet,2,Katherine Decker,Julia Kleinmanns,9/20/19,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,Acetoacetate/LiCl(10mM),37,7.0,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLi-AcetR2_S12_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLi-AcetR2_S12_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_LiAcet__2.bam,97.72,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,tcs:wt_LiAcet,True,True
ecoli_00509,tcs__wt_LiCl__1,Two Component Systems,tcs,wt_LiCl,1,Katherine Decker,Julia Kleinmanns,9/20/19,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,LiCl(10mM),37,7.0,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLiCl2R1_S13_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLiCl2R1_S13_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_LiCl__1.bam,97.88,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,tcs:wt_LiCl,True,True
ecoli_00510,tcs__wt_LiCl__2,Two Component Systems,tcs,wt_LiCl,2,Katherine Decker,Julia Kleinmanns,9/20/19,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,LiCl(10mM),37,7.0,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLiCl2R2_S14_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLiCl2R2_S14_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_LiCl__2.bam,97.63,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,tcs:wt_LiCl,True,True
ecoli_00511,tcs__wt_m9p__1,Two Component Systems,tcs,wt_m9p,1,Katherine Decker,Julia Kleinmanns,9/20/19,Escherichia coli K-12 MG1655,MG1655,M9P,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WTM9-PR1_S3_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WTM9-PR1_S3_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_M9P__1.bam,97.47,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,tcs:wt_m9p,True,True
ecoli_00512,tcs__wt_m9p__2,Two Component Systems,tcs,wt_m9p,2,Katherine Decker,Julia Kleinmanns,9/20/19,Escherichia coli K-12 MG1655,MG1655,M9P,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WTM9-PR2_S4_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WTM9-PR2_S4_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_M9P__2.bam,97.49,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,tcs:wt_m9p,True,True
ecoli_00513,tcs__wt_pyr__1,Two Component Systems,tcs,wt_pyr,1,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655,MG1655,01xLB,,,O2,,Pyruvate(100uM),37,7.0,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_pyruvate_1_S13_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_pyruvate_1_S13_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_pyruvate__1.bam,98.4,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,tcs:wt_pyr,True,True
ecoli_00514,tcs__wt_pyr__2,Two Component Systems,tcs,wt_pyr,2,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655,MG1655,01xLB,,,O2,,Pyruvate(100uM),37,7.0,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_pyruvate_2_S14_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_pyruvate_2_S14_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_pyruvate__2.bam,98.34,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,tcs:wt_pyr,True,True
ecoli_00515,tcs__wt_zncl2__1,Two Component Systems,tcs,wt_zncl2,1,Katherine Decker,Julia Kleinmanns,9/23/19,Escherichia coli K-12 MG1655,MG1655,LB,,,O2,,ZnCl2(1mM),37,7.0,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WT_1_mM_ZnCl2_R1_S29_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WT_1_mM_ZnCl2_R1_S29_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_ZnCl2__1.bam,98.12,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,tcs:wt_zncl2,True,True
ecoli_00516,tcs__wt_zncl2__2,Two Component Systems,tcs,wt_zncl2,2,Katherine Decker,Julia Kleinmanns,9/23/19,Escherichia coli K-12 MG1655,MG1655,LB,,,O2,,ZnCl2(1mM),37,7.0,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WT_1_mM_ZnCl2_R2_S30_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WT_1_mM_ZnCl2_R2_S30_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_ZnCl2__2.bam,98.0,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,tcs:wt_zncl2,True,True
ecoli_00517,ros_tale__1_112_0pq__1,ROS TALE,ros_tale,1_112_0pq,1,Kevin Rychel,Justin Tan,8/26/19,Escherichia Coli ERS.1.112,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/1_112/ers2__1_112_0pq__1__R1.fastq.gz,s3://precise-db/raw_data/ers2/1_112/ers2__1_112_0pq__1__R2.fastq.gz,,97.57,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:1_112_0pq,True,True
ecoli_00518,ros_tale__1_112_0pq__2,ROS TALE,ros_tale,1_112_0pq,2,Kevin Rychel,Justin Tan,8/26/19,Escherichia Coli ERS.1.112,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/1_112/ers2__1_112_0pq__2__R1.fastq.gz,s3://precise-db/raw_data/ers2/1_112/ers2__1_112_0pq__2__R2.fastq.gz,,98.46,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:1_112_0pq,True,True
ecoli_00519,ros_tale__1_112_250pq__1,ROS TALE,ros_tale,1_112_250pq,1,Kevin Rychel,Justin Tan,8/26/19,Escherichia Coli ERS.1.112,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (250uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/1_112/ers2__1_112_250pq__1__R1.fastq.gz,s3://precise-db/raw_data/ers2/1_112/ers2__1_112_250pq__1__R2.fastq.gz,,98.12,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:1_112_250pq,True,True
ecoli_00520,ros_tale__1_112_250pq__2,ROS TALE,ros_tale,1_112_250pq,2,Kevin Rychel,Justin Tan,8/26/19,Escherichia Coli ERS.1.112,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (250uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/1_112/ers2__1_112_250pq__2__R1.fastq.gz,s3://precise-db/raw_data/ers2/1_112/ers2__1_112_250pq__2__R2.fastq.gz,,97.9,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:1_112_250pq,True,True
ecoli_00521,ros_tale__1_112_750pq__1,ROS TALE,ros_tale,1_112_750pq,1,Kevin Rychel,Justin Tan,9/5/19,Escherichia Coli ERS.1.112,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (750uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,3,s3://precise-db/raw_data/ers2/1_112/ers2__1_112_750pq__1__R1.fastq.gz,s3://precise-db/raw_data/ers2/1_112/ers2__1_112_750pq__1__R2.fastq.gz,,97.64,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:1_112_750pq,True,True
ecoli_00522,ros_tale__1_112_750pq__2,ROS TALE,ros_tale,1_112_750pq,2,Kevin Rychel,Justin Tan,1/21/20,Escherichia Coli ERS.1.112,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (750uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,3,s3://precise-db/raw_data/ers2/1_112/ers2__1_112_750pq__2__R1.fastq.gz,s3://precise-db/raw_data/ers2/1_112/ers2__1_112_750pq__2__R2.fastq.gz,,96.9,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:1_112_750pq,True,True
ecoli_00523,ros_tale__1_112_750pq__3,ROS TALE,ros_tale,1_112_750pq,3,Kevin Rychel,Justin Tan,1/21/20,Escherichia Coli ERS.1.112,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (750uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,3,s3://precise-db/raw_data/ers2/1_112/ers2__1_112_750pq__3__R1.fastq.gz,s3://precise-db/raw_data/ers2/1_112/ers2__1_112_750pq__3__R2.fastq.gz,,97.58,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:1_112_750pq,True,True
ecoli_00524,ros_tale__3_76_0pq__1,ROS TALE,ros_tale,3_76_0pq,1,Kevin Rychel,Justin Tan,1/16/20,Escherichia Coli ERS.3.76,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,Endpoint,Clonal,NovaSeq,,4,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_0pq__1__R1.fastq.gz,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_0pq__1__R2.fastq.gz,,99.2,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:3_76_0pq,True,True
ecoli_00525,ros_tale__3_76_0pq__2,ROS TALE,ros_tale,3_76_0pq,2,Kevin Rychel,Justin Tan,1/16/20,Escherichia Coli ERS.3.76,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,Endpoint,Clonal,NovaSeq,,4,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_0pq__2__R1.fastq.gz,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_0pq__2__R2.fastq.gz,,99.39,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:3_76_0pq,True,True
ecoli_00526,ros_tale__3_76_0pq__3,ROS TALE,ros_tale,3_76_0pq,3,Kevin Rychel,Justin Tan,1/16/20,Escherichia Coli ERS.3.76,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,Endpoint,Clonal,NovaSeq,Spacer development test,4,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_0pq__3__R1.fastq.gz,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_0pq__3__R2.fastq.gz,,99.01,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:3_76_0pq,True,True
ecoli_00527,ros_tale__3_76_0pq__4,ROS TALE,ros_tale,3_76_0pq,4,Kevin Rychel,Justin Tan,1/16/20,Escherichia Coli ERS.3.76,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,Endpoint,Clonal,NovaSeq,Spacer development test,4,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_0pq__4__R1.fastq.gz,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_0pq__4__R2.fastq.gz,,99.51,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:3_76_0pq,True,True
ecoli_00528,ros_tale__3_76_250pq__1,ROS TALE,ros_tale,3_76_250pq,1,Kevin Rychel,Justin Tan,8/26/19,Escherichia Coli ERS.3.76,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (250uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_250pq__1__R1.fastq.gz,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_250pq__1__R2.fastq.gz,,99.45,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:3_76_250pq,True,True
ecoli_00529,ros_tale__3_76_250pq__2,ROS TALE,ros_tale,3_76_250pq,2,Kevin Rychel,Justin Tan,8/26/19,Escherichia Coli ERS.3.76,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (250uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_250pq__2__R1.fastq.gz,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_250pq__2__R2.fastq.gz,,99.51,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:3_76_250pq,True,True
ecoli_00530,ros_tale__3_76_750pq__1,ROS TALE,ros_tale,3_76_750pq,1,Kevin Rychel,Justin Tan,8/26/19,Escherichia Coli ERS.3.76,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (750uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_750pq__1__R1.fastq.gz,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_750pq__1__R2.fastq.gz,,99.44,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:3_76_750pq,True,True
ecoli_00531,ros_tale__3_76_750pq__2,ROS TALE,ros_tale,3_76_750pq,2,Kevin Rychel,Justin Tan,8/26/19,Escherichia Coli ERS.3.76,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (750uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_750pq__2__R1.fastq.gz,s3://precise-db/raw_data/ers2/3_76/ers2__3_76_750pq__2__R2.fastq.gz,,99.46,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:3_76_750pq,True,True
ecoli_00532,ros_tale__7_103_0pq__1,ROS TALE,ros_tale,7_103_0pq,1,Kevin Rychel,Justin Tan,9/20/19,Escherichia Coli ERS.7.103,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,Endpoint,Clonal,NextSeq,Spacer development test,4,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_0pq__1__R1.fastq.gz,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_0pq__1__R2.fastq.gz,,99.39,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:7_103_0pq,True,True
ecoli_00533,ros_tale__7_103_0pq__2,ROS TALE,ros_tale,7_103_0pq,2,Kevin Rychel,Justin Tan,9/20/19,Escherichia Coli ERS.7.103,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,Endpoint,Clonal,NextSeq,Spacer development test,4,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_0pq__2__R1.fastq.gz,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_0pq__2__R2.fastq.gz,,99.48,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:7_103_0pq,True,True
ecoli_00534,ros_tale__7_103_0pq__3,ROS TALE,ros_tale,7_103_0pq,3,Kevin Rychel,Justin Tan,1/21/20,Escherichia Coli ERS.7.103,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,4,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_0pq__3__R1.fastq.gz,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_0pq__3__R2.fastq.gz,,99.34,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:7_103_0pq,True,True
ecoli_00535,ros_tale__7_103_0pq__4,ROS TALE,ros_tale,7_103_0pq,4,Kevin Rychel,Justin Tan,1/21/20,Escherichia Coli ERS.7.103,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,4,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_0pq__4__R1.fastq.gz,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_0pq__4__R2.fastq.gz,,99.5,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:7_103_0pq,True,True
ecoli_00536,ros_tale__7_103_250pq__1,ROS TALE,ros_tale,7_103_250pq,1,Kevin Rychel,Justin Tan,9/20/19,Escherichia Coli ERS.7.103,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (250uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_250pq__1__R1.fastq.gz,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_250pq__1__R2.fastq.gz,,99.48,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:7_103_250pq,True,True
ecoli_00537,ros_tale__7_103_250pq__2,ROS TALE,ros_tale,7_103_250pq,2,Kevin Rychel,Justin Tan,9/20/19,Escherichia Coli ERS.7.103,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (250uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_250pq__2__R1.fastq.gz,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_250pq__2__R2.fastq.gz,,99.49,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:7_103_250pq,True,True
ecoli_00538,ros_tale__7_103_750pq__1,ROS TALE,ros_tale,7_103_750pq,1,Kevin Rychel,Justin Tan,9/20/19,Escherichia Coli ERS.7.103,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (750uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_750pq__1__R1.fastq.gz,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_750pq__1__R2.fastq.gz,,99.46,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:7_103_750pq,True,True
ecoli_00539,ros_tale__7_103_750pq__2,ROS TALE,ros_tale,7_103_750pq,2,Kevin Rychel,Justin Tan,9/20/19,Escherichia Coli ERS.7.103,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (750uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_750pq__2__R1.fastq.gz,s3://precise-db/raw_data/ers2/7_103/ers2__7_103_750pq__2__R2.fastq.gz,,99.52,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:7_103_750pq,True,True
ecoli_00540,ros_tale__9_77_0pq__1,ROS TALE,ros_tale,9_77_0pq,1,Kevin Rychel,Justin Tan,9/20/19,Escherichia Coli ERS.9.77,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/9_77/ers2__9_77_0pq__1__R1.fastq.gz,s3://precise-db/raw_data/ers2/9_77/ers2__9_77_0pq__1__R2.fastq.gz,,99.4,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:9_77_0pq,True,True
ecoli_00541,ros_tale__9_77_0pq__2,ROS TALE,ros_tale,9_77_0pq,2,Kevin Rychel,Justin Tan,9/20/19,Escherichia Coli ERS.9.77,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/9_77/ers2__9_77_0pq__2__R1.fastq.gz,s3://precise-db/raw_data/ers2/9_77/ers2__9_77_0pq__2__R2.fastq.gz,,99.6,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:9_77_0pq,True,True
ecoli_00542,ros_tale__9_77_250pq__1,ROS TALE,ros_tale,9_77_250pq,1,Kevin Rychel,Justin Tan,9/20/19,Escherichia Coli ERS.9.77,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (250uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/9_77/ers2__9_77_250pq__1__R1.fastq.gz,s3://precise-db/raw_data/ers2/9_77/ers2__9_77_250pq__1__R2.fastq.gz,,99.59,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:9_77_250pq,True,True
ecoli_00543,ros_tale__9_77_250pq__2,ROS TALE,ros_tale,9_77_250pq,2,Kevin Rychel,Justin Tan,9/20/19,Escherichia Coli ERS.9.77,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (250uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/9_77/ers2__9_77_250pq__2__R1.fastq.gz,s3://precise-db/raw_data/ers2/9_77/ers2__9_77_250pq__2__R2.fastq.gz,,99.57,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:9_77_250pq,True,True
ecoli_00544,ros_tale__9_77_750pq__1,ROS TALE,ros_tale,9_77_750pq,1,Kevin Rychel,Justin Tan,9/20/19,Escherichia Coli ERS.9.77,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (750uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/9_77/ers2__9_77_750pq__1__R1.fastq.gz,s3://precise-db/raw_data/ers2/9_77/ers2__9_77_750pq__1__R2.fastq.gz,,99.12,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:9_77_750pq,True,True
ecoli_00545,ros_tale__9_77_750pq__2,ROS TALE,ros_tale,9_77_750pq,2,Kevin Rychel,Justin Tan,9/20/19,Escherichia Coli ERS.9.77,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (750uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/9_77/ers2__9_77_750pq__2__R1.fastq.gz,s3://precise-db/raw_data/ers2/9_77/ers2__9_77_750pq__2__R2.fastq.gz,,99.65,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:9_77_750pq,True,True
ecoli_00546,ros_tale__11_83_0pq__1,ROS TALE,ros_tale,11_83_0pq,1,Kevin Rychel,Justin Tan,10/30/19,Escherichia Coli ERS.11.83,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/11_83/ers2__11_83_0pq__1__R1.fastq.gz,s3://precise-db/raw_data/ers2/11_83/ers2__11_83_0pq__1__R2.fastq.gz,,99.55,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:11_83_0pq,True,True
ecoli_00547,ros_tale__11_83_0pq__2,ROS TALE,ros_tale,11_83_0pq,2,Kevin Rychel,Justin Tan,10/30/19,Escherichia Coli ERS.11.83,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/11_83/ers2__11_83_0pq__2__R1.fastq.gz,s3://precise-db/raw_data/ers2/11_83/ers2__11_83_0pq__2__R2.fastq.gz,,99.44,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:11_83_0pq,True,True
ecoli_00548,ros_tale__11_83_250pq__1,ROS TALE,ros_tale,11_83_250pq,1,Kevin Rychel,Justin Tan,10/30/19,Escherichia Coli ERS.11.83,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (250uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/11_83/ers2__11_83_250pq__1__R1.fastq.gz,s3://precise-db/raw_data/ers2/11_83/ers2__11_83_250pq__1__R2.fastq.gz,,99.53,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:11_83_250pq,True,True
ecoli_00549,ros_tale__11_83_250pq__2,ROS TALE,ros_tale,11_83_250pq,2,Kevin Rychel,Justin Tan,10/30/19,Escherichia Coli ERS.11.83,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (250uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/11_83/ers2__11_83_250pq__2__R1.fastq.gz,s3://precise-db/raw_data/ers2/11_83/ers2__11_83_250pq__2__R2.fastq.gz,,99.48,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:11_83_250pq,True,True
ecoli_00550,ros_tale__11_83_750pq__1,ROS TALE,ros_tale,11_83_750pq,1,Kevin Rychel,Justin Tan,10/30/19,Escherichia Coli ERS.11.83,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (750uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/11_83/ers2__11_83_750pq__1__R1.fastq.gz,s3://precise-db/raw_data/ers2/11_83/ers2__11_83_750pq__1__R2.fastq.gz,,99.54,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:11_83_750pq,True,True
ecoli_00551,ros_tale__11_83_750pq__2,ROS TALE,ros_tale,11_83_750pq,2,Kevin Rychel,Justin Tan,10/30/19,Escherichia Coli ERS.11.83,GMOS,M9,glucose(4),NH4Cl(1),O2,,paraquat (750uM),37,7.0,,Batch,,Endpoint,Clonal,NextSeq,,2,s3://precise-db/raw_data/ers2/11_83/ers2__11_83_750pq__2__R1.fastq.gz,s3://precise-db/raw_data/ers2/11_83/ers2__11_83_750pq__2__R2.fastq.gz,,99.58,,,0.0,ILLUMINA,PAIRED,,,,True,True,True,True,ros_tale:11_83_750pq,True,True
