,sample_id,study,project_id,project,condition_id,condition,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
ecoli_00479,tcs__del_kdpE_01-kcl__1,Two Component Systems,tcs,tcs,del_kdpE_01-kcl,del_kdpE_01-kcl,1,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655 del_kdpE,MG1655,TMA,glucose(4),NH4Cl(0.535),O2,,KCl(0.1mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_KdpE_01-KCl_1_S19_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_KdpE_01-KCl_1_S19_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__KdpE_01KCl__1.bam,98.25,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_kdpE_01-kcl,TRUE,TRUE
ecoli_00480,tcs__del_kdpE_01-kcl__2,Two Component Systems,tcs,tcs,del_kdpE_01-kcl,del_kdpE_01-kcl,2,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655 del_kdpE,MG1655,TMA,glucose(4),NH4Cl(0.535),O2,,KCl(0.1mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_KdpE_01-KCl_2_S20_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_KdpE_01-KCl_2_S20_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__KdpE_01KCl__2.bam,98.43,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_kdpE_01-kcl,TRUE,TRUE
ecoli_00481,tcs__del_kdpE_115-kcl__1,Two Component Systems,tcs,tcs,del_kdpE_115-kcl,del_kdpE_115-kcl,1,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655 del_kdpE,MG1655,TMA,glucose(4),NH4Cl(0.535),O2,,KCl(115mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_KdpE_115-KCl_1_S21_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_KdpE_115-KCl_1_S21_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__KdpE_115KCl__1.bam,98.21,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_kdpE_115-kcl,TRUE,TRUE
ecoli_00482,tcs__del_kdpE_115-kcl__2,Two Component Systems,tcs,tcs,del_kdpE_115-kcl,del_kdpE_115-kcl,2,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655 del_kdpE,MG1655,TMA,glucose(4),NH4Cl(0.535),O2,,KCl(115mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_KdpE_115-KCl_2_S22_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_KdpE_115-KCl_2_S22_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__KdpE_115KCl__2.bam,98.34,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_kdpE_115-kcl,TRUE,TRUE
ecoli_00483,tcs__del_phoB_m9__1,Two Component Systems,tcs,tcs,del_phoB_m9,del_phoB_m9,1,Katherine Decker,Julia Kleinmanns,9/23/19,Escherichia coli K-12 MG1655 del_phoB,MG1655,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_PhoB_KO_M9_R1_S33_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_PhoB_KO_M9_R1_S33_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__PhoB_M9__1.bam,97.37,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_phoB_m9,TRUE,TRUE
ecoli_00484,tcs__del_phoB_m9__2,Two Component Systems,tcs,tcs,del_phoB_m9,del_phoB_m9,2,Katherine Decker,Julia Kleinmanns,9/23/19,Escherichia coli K-12 MG1655 del_phoB,MG1655,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_PhoB_KO_M9_R2_S34_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_PhoB_KO_M9_R2_S34_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__PhoB_M9__2.bam,97.49,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_phoB_m9,TRUE,TRUE
ecoli_00485,tcs__del_phoB_m9p__1,Two Component Systems,tcs,tcs,del_phoB_m9p,del_phoB_m9p,1,Katherine Decker,Julia Kleinmanns,9/23/19,Escherichia coli K-12 MG1655 del_phoB,MG1655,M9P,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_PhoB_KO_M9_-P_R1_S31_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_PhoB_KO_M9_-P_R1_S31_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__PhoB_M9P__1.bam,97.38,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_phoB_m9p,TRUE,TRUE
ecoli_00486,tcs__del_phoB_m9p__2,Two Component Systems,tcs,tcs,del_phoB_m9p,del_phoB_m9p,2,Katherine Decker,Julia Kleinmanns,9/23/19,Escherichia coli K-12 MG1655 del_phoB,MG1655,M9P,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_PhoB_KO_M9_-P_R2_S32_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_PhoB_KO_M9_-P_R2_S32_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__PhoB_M9P__2.bam,97.6,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_phoB_m9p,TRUE,TRUE
ecoli_00487,tcs__del_rcsB_etoh__1,Two Component Systems,tcs,tcs,del_rcsB_etoh,del_rcsB_etoh,1,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655 del_rcsB,MG1655,LB,,,O2,,Ethanol(5%w/v),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_RcsB_KO_EtOH_R1_S28_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_RcsB_KO_EtOH_R1_S28_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__RcsB_EtOH__1.bam,98.71,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_rcsB_etoh,TRUE,TRUE
ecoli_00488,tcs__del_rcsB_etoh__2,Two Component Systems,tcs,tcs,del_rcsB_etoh,del_rcsB_etoh,2,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655 del_rcsB,MG1655,LB,,,O2,,Ethanol(5%w/v),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_RcsB_KO_EtOH_R2_S29_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_RcsB_KO_EtOH_R2_S29_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__RcsB_EtOH__2.bam,98.31,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_rcsB_etoh,TRUE,TRUE
ecoli_00489,tcs__del_rcsB_lb__1,Two Component Systems,tcs,tcs,del_rcsB_lb,del_rcsB_lb,1,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655 del_rcsB,MG1655,LB,,,O2,,,37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_RcsB_KO_LB_R1_S26_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_RcsB_KO_LB_R1_S26_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__RcsB_LB__1.bam,98.44,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_rcsB_lb,TRUE,TRUE
ecoli_00490,tcs__del_rcsB_lb__2,Two Component Systems,tcs,tcs,del_rcsB_lb,del_rcsB_lb,2,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655 del_rcsB,MG1655,LB,,,O2,,,37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_RcsB_KO_LB_R2_S27_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_RcsB_KO_LB_R2_S27_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__RcsB_LB__2.bam,98.53,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_rcsB_lb,TRUE,TRUE
ecoli_00491,tcs__del_zraR_lb__1,Two Component Systems,tcs,tcs,del_zraR_lb,del_zraR_lb,1,Katherine Decker,Julia Kleinmanns,9/23/19,Escherichia coli K-12 MG1655 del_zraR,MG1655,LB,,,O2,,,37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_ZraR_KLO_LB_R1_S27_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_ZraR_KLO_LB_R1_S27_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__ZraR_LB__1.bam,96.69,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_zraR_lb,TRUE,TRUE
ecoli_00492,tcs__del_zraR_lb__2,Two Component Systems,tcs,tcs,del_zraR_lb,del_zraR_lb,2,Katherine Decker,Julia Kleinmanns,9/23/19,Escherichia coli K-12 MG1655 del_zraR,MG1655,LB,,,O2,,,37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_ZraR_KLO_LB_R2_S28_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_ZraR_KLO_LB_R2_S28_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__ZraR_LB__2.bam,98.16,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_zraR_lb,TRUE,TRUE
ecoli_00493,tcs__del_zraR_zncl2__1,Two Component Systems,tcs,tcs,del_zraR_zncl2,del_zraR_zncl2,1,Katherine Decker,Julia Kleinmanns,9/23/19,Escherichia coli K-12 MG1655 del_zraR,MG1655,LB,,,O2,,ZnCl2(1mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_ZraR_KO_1_mM_ZnCl2_R1_S25_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_ZraR_KO_1_mM_ZnCl2_R1_S25_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__ZraR_ZnCl2__1.bam,97.76,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_zraR_zncl2,TRUE,TRUE
ecoli_00494,tcs__del_zraR_zncl2__2,Two Component Systems,tcs,tcs,del_zraR_zncl2,del_zraR_zncl2,2,Katherine Decker,Julia Kleinmanns,9/23/19,Escherichia coli K-12 MG1655 del_zraR,MG1655,LB,,,O2,,ZnCl2(1mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_ZraR_KO_1_mM_ZnCl2_R2_S26_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_ZraR_KO_1_mM_ZnCl2_R2_S26_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__ZraR_ZnCl2__2.bam,98,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:del_zraR_zncl2,TRUE,TRUE
ecoli_00495,tcs__wt_01-kcl__1,Two Component Systems,tcs,tcs,wt_01-kcl,wt_01-kcl,1,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655,MG1655,TMA,glucose(4),NH4Cl(0.535),O2,,KCl(0.1mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_01-KCl_1_S17_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_01-KCl_1_S17_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_01KCl__1.bam,98.11,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_01-kcl,TRUE,TRUE
ecoli_00496,tcs__wt_01-kcl__2,Two Component Systems,tcs,tcs,wt_01-kcl,wt_01-kcl,2,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655,MG1655,TMA,glucose(4),NH4Cl(0.535),O2,,KCl(0.1mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_01-KCl_2_S18_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_01-KCl_2_S18_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_01KCl__2.bam,98.27,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_01-kcl,TRUE,TRUE
ecoli_00497,tcs__wt_01xlb__1,Two Component Systems,tcs,tcs,wt_01xlb,wt_01xlb,1,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655,MG1655,01xLB,,,O2,,,37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_01xLB_1_S11_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_01xLB_1_S11_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_01LB__1.bam,98.42,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_01xlb,TRUE,TRUE
ecoli_00498,tcs__wt_01xlb__2,Two Component Systems,tcs,tcs,wt_01xlb,wt_01xlb,2,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655,MG1655,01xLB,,,O2,,,37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_01xLB_2_S12_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_01xLB_2_S12_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_01LB__2.bam,98.54,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_01xlb,TRUE,TRUE
ecoli_00499,tcs__wt_115-kcl__1,Two Component Systems,tcs,tcs,wt_115-kcl,wt_115-kcl,1,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655,MG1655,TMA,glucose(4),NH4Cl(0.535),O2,,KCl(115mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_115-KCl_1_S15_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_115-KCl_1_S15_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_115KCl__1.bam,98.33,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_115-kcl,TRUE,TRUE
ecoli_00500,tcs__wt_115-kcl__2,Two Component Systems,tcs,tcs,wt_115-kcl,wt_115-kcl,2,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655,MG1655,TMA,glucose(4),NH4Cl(0.535),O2,,KCl(115mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_115-KCl_2_S16_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_115-KCl_2_S16_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_115KCl__2.bam,98.07,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_115-kcl,TRUE,TRUE
ecoli_00501,tcs__wt_CuSO4__1,Two Component Systems,tcs,tcs,wt_CuSO4,wt_CuSO4,1,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655,MG1655,LB,,,O2,,CuSO4(0.5mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_CuSO4_10_min_R1_S42_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_CuSO4_10_min_R1_S42_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_CuSO4__1.bam,98.5,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_CuSO4,TRUE,TRUE
ecoli_00502,tcs__wt_CuSO4__2,Two Component Systems,tcs,tcs,wt_CuSO4,wt_CuSO4,2,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655,MG1655,LB,,,O2,,CuSO4(0.5mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_CuSO4_10_min_R2_S43_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_CuSO4_10_min_R2_S43_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_CuSO4__2.bam,98.51,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_CuSO4,TRUE,TRUE
ecoli_00503,tcs__wt_etoh__1,Two Component Systems,tcs,tcs,wt_etoh,wt_etoh,1,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655,MG1655,LB,,,O2,,Ethanol(5%w/v),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_WT_EtOH_R1_S24_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_WT_EtOH_R1_S24_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_EtOH__1.bam,98.63,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_etoh,TRUE,TRUE
ecoli_00504,tcs__wt_etoh__2,Two Component Systems,tcs,tcs,wt_etoh,wt_etoh,2,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655,MG1655,LB,,,O2,,Ethanol(5%w/v),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_WT_EtOH_R2_S25_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_WT_EtOH_R2_S25_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_EtOH__2.bam,98.55,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_etoh,TRUE,TRUE
ecoli_00505,tcs__wt_lb__1,Two Component Systems,tcs,tcs,wt_lb,wt_lb,1,Katherine Decker,Julia Kleinmanns,8/29/19,Escherichia coli K-12 MG1655,MG1655,LB,,,O2,,,37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/_HRS_MG1655_LB_1_for_Julia_K_WT_S39_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/_HRS_MG1655_LB_1_for_Julia_K_WT_S39_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_LB__1.bam,98.14,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_lb,TRUE,TRUE
ecoli_00506,tcs__wt_lb__2,Two Component Systems,tcs,tcs,wt_lb,wt_lb,2,Katherine Decker,Julia Kleinmanns,8/29/19,Escherichia coli K-12 MG1655,MG1655,LB,,,O2,,,37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/_HRS_MG1655_LB_2_for_Julia_K_WT_S40_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/_HRS_MG1655_LB_2_for_Julia_K_WT_S40_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_LB__2.bam,97.92,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_lb,TRUE,TRUE
ecoli_00507,tcs__wt_LiAcet__1,Two Component Systems,tcs,tcs,wt_LiAcet,wt_LiAcet,1,Katherine Decker,Julia Kleinmanns,9/20/19,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,Acetoacetate/LiCl(10mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLi-AcetR1_S11_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLi-AcetR1_S11_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_LiAcet__1.bam,98.26,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_LiAcet,TRUE,TRUE
ecoli_00508,tcs__wt_LiAcet__2,Two Component Systems,tcs,tcs,wt_LiAcet,wt_LiAcet,2,Katherine Decker,Julia Kleinmanns,9/20/19,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,Acetoacetate/LiCl(10mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLi-AcetR2_S12_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLi-AcetR2_S12_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_LiAcet__2.bam,97.72,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_LiAcet,TRUE,TRUE
ecoli_00509,tcs__wt_LiCl__1,Two Component Systems,tcs,tcs,wt_LiCl,wt_LiCl,1,Katherine Decker,Julia Kleinmanns,9/20/19,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,LiCl(10mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLiCl2R1_S13_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLiCl2R1_S13_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_LiCl__1.bam,97.88,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_LiCl,TRUE,TRUE
ecoli_00510,tcs__wt_LiCl__2,Two Component Systems,tcs,tcs,wt_LiCl,wt_LiCl,2,Katherine Decker,Julia Kleinmanns,9/20/19,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,LiCl(10mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLiCl2R2_S14_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WT10mMLiCl2R2_S14_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_LiCl__2.bam,97.63,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_LiCl,TRUE,TRUE
ecoli_00511,tcs__wt_m9p__1,Two Component Systems,tcs,tcs,wt_m9p,wt_m9p,1,Katherine Decker,Julia Kleinmanns,9/20/19,Escherichia coli K-12 MG1655,MG1655,M9P,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WTM9-PR1_S3_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WTM9-PR1_S3_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_M9P__1.bam,97.47,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_m9p,TRUE,TRUE
ecoli_00512,tcs__wt_m9p__2,Two Component Systems,tcs,tcs,wt_m9p,wt_m9p,2,Katherine Decker,Julia Kleinmanns,9/20/19,Escherichia coli K-12 MG1655,MG1655,M9P,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WTM9-PR2_S4_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WTM9-PR2_S4_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_M9P__2.bam,97.49,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_m9p,TRUE,TRUE
ecoli_00513,tcs__wt_pyr__1,Two Component Systems,tcs,tcs,wt_pyr,wt_pyr,1,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655,MG1655,01xLB,,,O2,,Pyruvate(100uM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_pyruvate_1_S13_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_pyruvate_1_S13_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_pyruvate__1.bam,98.4,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_pyr,TRUE,TRUE
ecoli_00514,tcs__wt_pyr__2,Two Component Systems,tcs,tcs,wt_pyr,wt_pyr,2,Katherine Decker,Julia Kleinmanns,6/27/19,Escherichia coli K-12 MG1655,MG1655,01xLB,,,O2,,Pyruvate(100uM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_pyruvate_2_S14_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CR_HRS_MG1655_pyruvate_2_S14_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_pyruvate__2.bam,98.34,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_pyr,TRUE,TRUE
ecoli_00515,tcs__wt_zncl2__1,Two Component Systems,tcs,tcs,wt_zncl2,wt_zncl2,1,Katherine Decker,Julia Kleinmanns,9/23/19,Escherichia coli K-12 MG1655,MG1655,LB,,,O2,,ZnCl2(1mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WT_1_mM_ZnCl2_R1_S29_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WT_1_mM_ZnCl2_R1_S29_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_ZnCl2__1.bam,98.12,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_zncl2,TRUE,TRUE
ecoli_00516,tcs__wt_zncl2__2,Two Component Systems,tcs,tcs,wt_zncl2,wt_zncl2,2,Katherine Decker,Julia Kleinmanns,9/23/19,Escherichia coli K-12 MG1655,MG1655,LB,,,O2,,ZnCl2(1mM),37,7,,Batch,,No,,,,2,s3://precise-db/raw_data/TCS/2CS_CHX_WT_1_mM_ZnCl2_R2_S30_R1_001.fastq.gz,s3://precise-db/raw_data/TCS/2CS_CHX_WT_1_mM_ZnCl2_R2_S30_R2_001.fastq.gz,/media/precise-db/processed_data/TCS__WT_ZnCl2__2.bam,98,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,tcs:wt_zncl2,TRUE,TRUE
