sample_id,old_sample_id,study,project,condition,old_condition,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,DDB_timepoint,DDB_timepoint_general,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Process Time,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,exp_id,library creator,Antibiotic,Public,creator_email,ALE Endpoint,original_naming,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,Model,SRAStudy,BioProject,ProjectID,RNAseq_batch,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,growth_phase,batch_ID,Unnamed: 49,reactor_ID,time_ID,strain_ID,strain_name,time_in_phase,dilution_rate,phase,OD,additional_notes,sample_id.1,batch_zinc,feed_zinc
pcoli__BRCAswap__2,pcoli__BRCAswap__2,pColi,pcoli,BRCAswap,BRCAswap,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 BRCA_swap,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.573701226,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:BRCAswap,True,True,ecoli_00631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__btAANAT__1,pcoli__btAANAT__1,pColi,pcoli,btAANAT,btAANAT,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 btAANAT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.611559596,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:btAANAT,True,True,ecoli_00632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__btAANAT__2,pcoli__btAANAT__2,pColi,pcoli,btAANAT,btAANAT,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 btAANAT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.59937543,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:btAANAT,True,True,ecoli_00633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__btASMT__1,pcoli__btASMT__1,pColi,pcoli,btASMT,btASMT,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 btASMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.613998484,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/btASMT_1_S19_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_1_S19_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_1_S19_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_1_S19_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/btASMT_1_S19_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_1_S19_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_1_S19_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_1_S19_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:btASMT,True,True,ecoli_00634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__btASMT__2,pcoli__btASMT__2,pColi,pcoli,btASMT,btASMT,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 btASMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.618937178,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/btASMT_2_S20_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/btASMT_2_S20_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:btASMT,True,True,ecoli_00635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__CC1__1,pcoli__CC1__1,pColi,pcoli,CC1,CC1,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 CC1,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.642599122,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",6,s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:CC1,True,True,ecoli_00636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__CC1__2,pcoli__CC1__2,pColi,pcoli,CC1,CC1,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 CC1,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.596039008,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",6,s3://precise-db/raw_data/pcoli/CC1-2_S18_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/CC1-2_S18_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:CC1,True,True,ecoli_00637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__ccCOMT__1,pcoli__ccCOMT__1,pColi,pcoli,ccCOMT,ccCOMT,1,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 ccCOMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.655445869,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:ccCOMT,True,True,ecoli_00638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__ccCOMT__2,pcoli__ccCOMT__2,pColi,pcoli,ccCOMT,ccCOMT,2,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 ccCOMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.65974844,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:ccCOMT,True,True,ecoli_00639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__ckDDC__1,pcoli__ckDDC__1,pColi,pcoli,ckDDC,ckDDC,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 ckDDC,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.623536894,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:ckDDC,True,True,ecoli_00640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__ckDDC__2,pcoli__ckDDC__2,pColi,pcoli,ckDDC,ckDDC,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 ckDDC,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.618030559,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:ckDDC,True,True,ecoli_00641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__CNTF_belt__1,pcoli__CNTF_belt__1,pColi,pcoli,CNTF_belt,CNTF_belt,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 CNTF_belt,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.573718751,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:CNTF_belt,True,True,ecoli_00642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__CNTF_belt__2,pcoli__CNTF_belt__2,pColi,pcoli,CNTF_belt,CNTF_belt,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 CNTF_belt,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.572101865,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:CNTF_belt,True,True,ecoli_00643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__cobPNMT__1,pcoli__cobPNMT__1,pColi,pcoli,cobPNMT,cobPNMT,1,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 cobPNMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.591134185,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:cobPNMT,True,True,ecoli_00644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__cobPNMT__2,pcoli__cobPNMT__2,pColi,pcoli,cobPNMT,cobPNMT,2,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 cobPNMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.596333263,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:cobPNMT,True,True,ecoli_00645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__cvPhhB__1,pcoli__cvPhhB__1,pColi,pcoli,cvPhhB,cvPhhB,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 cvPhhB,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.655750893,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:cvPhhB,True,True,ecoli_00646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__cvPhhB__2,pcoli__cvPhhB__2,pColi,pcoli,cvPhhB,cvPhhB,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 cvPhhB,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.644655123,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:cvPhhB,True,True,ecoli_00647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__ggAANAT__1,pcoli__ggAANAT__1,pColi,pcoli,ggAANAT,ggAANAT,1,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 ggAANAT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.621184132,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:ggAANAT,True,True,ecoli_00648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcoli__ggAANAT__2,pcoli__ggAANAT__2,pColi,pcoli,ggAANAT,ggAANAT,2,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 ggAANAT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,Other_PRECISE,Other_PRECISE,0.62252203,No,Clonal,,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,True,True,True,True,pcoli:ggAANAT,True,True,ecoli_00649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
